rank_model,player_name,neutral_skill_sg,neutral_skill_index,data_depth_class,baseline_confidence_band,venue_fit_score,venue_fit_delta,venue_fit_confidence_band,comp_course_adjustment,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_confidence_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,recent_form_gate_applied,health_flag,health_gate_status,health_gate_reason,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final,tier,tier_reason,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,trace_notes
97,Casey Jarvis,-0.13,39.35,DEBUT,not_available_in_v3_source,39.89,39.89,1.0,not_available_in_v3_source,0,,50.15,NONE,42.5,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,48.44,48.44,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,42.5,4,competent approach (SG:APP +0.08) — sufficient for Birkdale's mid-iron corridors.,0.2,not_available_in_v3_source,1.39,3.36,8.14,25.9,74.1,"NSI=39.4(w=0.40) + VFS=39.9(w=0.30) + VHN=50.1(w=0.15) + FORM=48.4(w=0.15) = VTS=42.5. VFS = base 39.7 + links_delta +0.2. Links trace: raw_sig=+0.044; delta_vfs=+0.18; windows=[6m:+1.668(ev=1,conf=0.40→adj=+0.667) | 12m:-0.212(ev=3,conf=0.75→adj=-0.159) | 24m:-0.438(ev=6,conf=1.00→adj=-0.438) | alltime:-0.461(ev=11,conf=1.00→adj=-0.461)]"
98,Dan Brown,-0.59,37.42,DEBUT,not_available_in_v3_source,41.66,41.66,1.0,not_available_in_v3_source,0,,50.3,NONE,41.45,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,42.92,42.92,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.45,4,strong approach game (SG:APP +0.47) in the primary scoring zone.,0.19,not_available_in_v3_source,1.31,3.2,7.83,24.0,76.0,"NSI=37.4(w=0.40) + VFS=41.7(w=0.30) + VHN=50.3(w=0.15) + FORM=42.9(w=0.15) = VTS=41.5. VFS = base 41.0 + links_delta +0.7. Links trace: raw_sig=+0.167; delta_vfs=+0.67; windows=[6m:-0.161(ev=1,conf=0.40→adj=-0.064) | 12m:+0.265(ev=5,conf=1.00→adj=+0.265) | 24m:+0.323(ev=10,conf=1.00→adj=+0.323) | alltime:+0.323(ev=15,conf=1.00→adj=+0.323)]"
99,Dan Bradbury,-0.63,30.97,DEBUT,not_available_in_v3_source,50.33,50.33,1.0,not_available_in_v3_source,0,,50.09,NONE,41.37,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,42.44,42.44,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.37,4,strong approach game (SG:APP +0.65) in the primary scoring zone.,0.19,not_available_in_v3_source,1.3,3.19,7.81,23.8,76.2,"NSI=31.0(w=0.40) + VFS=50.3(w=0.30) + VHN=50.1(w=0.15) + FORM=42.4(w=0.15) = VTS=41.4. VFS = base 54.4 + links_delta -4.0. Links trace: raw_sig=-1.009; delta_vfs=-4.03; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:-1.361(ev=4,conf=1.00→adj=-1.361) | 24m:-1.917(ev=9,conf=1.00→adj=-1.917) | alltime:-1.963(ev=15,conf=1.00→adj=-1.963)]"
100,Sungjae Im,-0.46,40.0,DEBUT,not_available_in_v3_source,36.28,36.28,1.0,not_available_in_v3_source,0,,50.03,NONE,41.06,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,44.48,44.48,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.06,4,below-average approach (SG:APP -0.57) — significant exposure in the primary scoring zone.,0.18,not_available_in_v3_source,1.28,3.14,7.72,23.3,76.7,"NSI=40.0(w=0.40) + VFS=36.3(w=0.30) + VHN=50.0(w=0.15) + FORM=44.5(w=0.15) = VTS=41.1. VFS = base 38.0 + links_delta -1.7. Links trace: raw_sig=-0.424; delta_vfs=-1.70; windows=[6m:-2.661(ev=1,conf=0.40→adj=-1.064) | 12m:-1.411(ev=2,conf=0.75→adj=-1.058) | 24m:+1.317(ev=4,conf=1.00→adj=+1.317) | alltime:+0.556(ev=8,conf=1.00→adj=+0.556)]"
101,Max Greyserman,0.05,42.58,DEBUT,not_available_in_v3_source,29.81,29.81,1.0,not_available_in_v3_source,0,,49.58,NONE,41.0,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,50.6,50.6,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.0,4,near-average approach (SG:APP -0.11) — below the Birkdale threshold.,0.18,not_available_in_v3_source,1.27,3.13,7.7,23.1,76.9,"NSI=42.6(w=0.40) + VFS=29.8(w=0.30) + VHN=49.6(w=0.15) + FORM=50.6(w=0.15) = VTS=41.0. VFS = base 27.8 + links_delta +2.0. Links trace: raw_sig=+0.492; delta_vfs=+1.97; windows=[6m:+0.918(ev=1,conf=0.40→adj=+0.367) | 12m:+0.558(ev=2,conf=0.75→adj=+0.419) | 24m:+0.964(ev=3,conf=0.75→adj=+0.723) | alltime:+0.964(ev=3,conf=0.75→adj=+0.723)]"
102,Andy Sullivan,-0.03,32.26,FULL,not_available_in_v3_source,45.53,45.53,1.0,not_available_in_v3_source,1,-0.198,46.38,LIGHT,40.97,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.64,49.64,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,40.97,4,near-average approach (SG:APP -0.11) — below the Birkdale threshold; single Birkdale event on record (SG -0.198/rd) — limited but positive signal; positive links SG signal (+0.928/rd) supports links-surface fit.,0.18,not_available_in_v3_source,1.27,3.13,7.69,23.1,76.9,"NSI=32.3(w=0.40) + VFS=45.5(w=0.30) + VHN=46.4(w=0.15) + FORM=49.6(w=0.15) = VTS=41.0. VFS = base 41.8 + links_delta +3.7. Links trace: raw_sig=+0.928; delta_vfs=+3.71; windows=[6m:+1.168(ev=1,conf=0.40→adj=+0.467) | 12m:+1.528(ev=4,conf=1.00→adj=+1.528) | 24m:+0.954(ev=6,conf=1.00→adj=+0.954) | alltime:+0.392(ev=40,conf=1.00→adj=+0.392)]"
103,Jose Luis Ballester,-1.0,45.81,DEBUT,not_available_in_v3_source,31.16,31.16,0.1,not_available_in_v3_source,0,,49.31,NONE,40.77,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,38.0,38.0,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,40.77,4,below-average approach (SG:APP -0.33) — significant exposure in the primary scoring zone.,0.18,not_available_in_v3_source,1.26,3.1,7.64,22.7,77.3,"NSI=45.8(w=0.40) + VFS=31.2(w=0.30) + VHN=49.3(w=0.15) + FORM=38.0(w=0.15) = VTS=40.8. VFS = base 31.4 + links_delta -0.2. Links trace: raw_sig=-0.062; delta_vfs=-0.25; windows=[6m:no_data | 12m:no_data | 24m:no_data | alltime:-0.154(ev=1,conf=0.40→adj=-0.062)]"
104,Antoine Rozner,0.04,34.19,DEBUT,not_available_in_v3_source,38.59,38.59,1.0,not_available_in_v3_source,0,,49.94,NONE,40.32,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,50.48,50.48,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,40.32,4,competent approach (SG:APP +0.33) — sufficient for Birkdale's mid-iron corridors.,0.17,not_available_in_v3_source,1.22,3.03,7.51,22.0,78.0,"NSI=34.2(w=0.40) + VFS=38.6(w=0.30) + VHN=49.9(w=0.15) + FORM=50.5(w=0.15) = VTS=40.3. VFS = base 36.8 + links_delta +1.8. Links trace: raw_sig=+0.455; delta_vfs=+1.82; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:+1.138(ev=2,conf=0.75→adj=+0.853) | 24m:+0.511(ev=6,conf=1.00→adj=+0.511) | alltime:+0.071(ev=18,conf=1.00→adj=+0.071)]"
105,Jackson Suber,1.27,36.77,DEBUT,not_available_in_v3_source,27.11,27.11,0.0,not_available_in_v3_source,0,,49.88,NONE,40.11,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,65.24,65.24,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,40.11,4,competent approach (SG:APP +0.05) — sufficient for Birkdale's mid-iron corridors.,0.17,not_available_in_v3_source,1.21,3.0,7.45,21.6,78.4,NSI=36.8(w=0.40) + VFS=27.1(w=0.30) + VHN=49.9(w=0.15) + FORM=65.2(w=0.15) = VTS=40.1. VFS = base 27.1 + links_delta +0.0. Links trace: No links data — zero signal applied.
106,Billy Horschel,-0.17,34.84,FULL,not_available_in_v3_source,45.33,45.33,1.0,not_available_in_v3_source,1,-2.978,35.12,LIGHT,40.0,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,47.96,47.96,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,40.0,4,competent approach (SG:APP +0.23) — sufficient for Birkdale's mid-iron corridors; single Birkdale event on record (SG -2.978/rd) — limited but positive signal.,0.17,not_available_in_v3_source,1.2,2.99,7.42,21.4,78.6,"NSI=34.8(w=0.40) + VFS=45.3(w=0.30) + VHN=35.1(w=0.15) + FORM=48.0(w=0.15) = VTS=40.0. VFS = base 44.6 + links_delta +0.8. Links trace: raw_sig=+0.189; delta_vfs=+0.75; windows=[6m:-0.661(ev=1,conf=0.40→adj=-0.264) | 12m:-0.661(ev=1,conf=0.40→adj=-0.264) | 24m:+1.630(ev=4,conf=1.00→adj=+1.630) | alltime:+0.477(ev=17,conf=1.00→adj=+0.477)]"
107,Aldrich Potgieter,0.99,35.48,DEBUT,not_available_in_v3_source,30.45,30.45,1.0,not_available_in_v3_source,0,,48.92,NONE,39.95,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,61.88,61.88,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,39.95,4,near-average approach (SG:APP -0.04) — below the Birkdale threshold.,0.17,not_available_in_v3_source,1.2,2.98,7.41,21.3,78.7,"NSI=35.5(w=0.40) + VFS=30.4(w=0.30) + VHN=48.9(w=0.15) + FORM=61.9(w=0.15) = VTS=40.0. VFS = base 33.0 + links_delta -2.5. Links trace: raw_sig=-0.631; delta_vfs=-2.53; windows=[6m:-0.161(ev=1,conf=0.40→adj=-0.064) | 12m:-1.015(ev=3,conf=0.75→adj=-0.761) | 24m:-1.015(ev=3,conf=0.75→adj=-0.761) | alltime:-1.901(ev=5,conf=1.00→adj=-1.901)]"
108,Francesco Laporta,-0.62,28.39,DEBUT,not_available_in_v3_source,47.72,47.72,0.65,not_available_in_v3_source,0,,50.18,NONE,39.58,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,42.56,42.56,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,39.58,4,below-average approach (SG:APP -0.22) — significant exposure in the primary scoring zone.,0.16,not_available_in_v3_source,1.17,2.93,7.31,20.7,79.3,"NSI=28.4(w=0.40) + VFS=47.7(w=0.30) + VHN=50.2(w=0.15) + FORM=42.6(w=0.15) = VTS=39.6. VFS = base 48.7 + links_delta -1.0. Links trace: raw_sig=-0.242; delta_vfs=-0.97; windows=[6m:no_data | 12m:-0.286(ev=4,conf=1.00→adj=-0.286) | 24m:-0.063(ev=7,conf=1.00→adj=-0.063) | alltime:-0.444(ev=13,conf=1.00→adj=-0.444)]"
109,Laurie Canter,0.27,27.74,FULL,not_available_in_v3_source,39.55,39.55,1.0,not_available_in_v3_source,1,1.052,55.04,LIGHT,39.2,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,53.24,53.24,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,39.2,4,near-average approach (SG:APP -0.04) — below the Birkdale threshold; single Birkdale event on record (SG +1.052/rd) — limited but positive signal.,0.16,not_available_in_v3_source,1.15,2.87,7.2,20.1,79.9,"NSI=27.7(w=0.40) + VFS=39.5(w=0.30) + VHN=55.0(w=0.15) + FORM=53.2(w=0.15) = VTS=39.2. VFS = base 38.9 + links_delta +0.6. Links trace: raw_sig=+0.161; delta_vfs=+0.64; windows=[6m:+0.418(ev=1,conf=0.40→adj=+0.167) | 12m:+0.082(ev=4,conf=1.00→adj=+0.082) | 24m:+0.404(ev=8,conf=1.00→adj=+0.404) | alltime:-0.075(ev=22,conf=1.00→adj=-0.075)]"
110,Jesper Svensson,0.63,33.55,DEBUT,not_available_in_v3_source,29.56,29.56,1.0,not_available_in_v3_source,0,,49.34,NONE,38.32,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,57.56,57.56,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,38.32,4,near-average approach (SG:APP -0.14) — below the Birkdale threshold.,0.15,not_available_in_v3_source,1.09,2.76,6.97,18.7,81.3,"NSI=33.5(w=0.40) + VFS=29.6(w=0.30) + VHN=49.3(w=0.15) + FORM=57.6(w=0.15) = VTS=38.3. VFS = base 28.8 + links_delta +0.8. Links trace: raw_sig=+0.200; delta_vfs=+0.80; windows=[6m:+0.168(ev=1,conf=0.40→adj=+0.067) | 12m:+0.602(ev=2,conf=0.75→adj=+0.452) | 24m:+0.243(ev=6,conf=1.00→adj=+0.243) | alltime:-0.305(ev=7,conf=1.00→adj=-0.305)]"
